No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,datetime
47148,2015,5,19,11,1,8,NA,11,7,-4,14,1007,25,NW,39.78,0,0,2015/5/19:11:00:00
47149,2015,5,19,12,1,3,11,10,9,-3,14,1007,26,NW,51.85,0,0,2015/5/19:12:00:00
47150,2015,5,19,13,1,9,10,16,8,-2,14,1007,27,NW,67.94,0,0,2015/5/19:13:00:00
47151,2015,5,19,14,1,6,10,14,12,-1,15,1007,27,NW,79.12,0,0,2015/5/19:14:00:00
47152,2015,5,19,15,1,NA,7,9,17,0,18,1007,26,NW,90.3,0,0,2015/5/19:15:00:00
47153,2015,5,19,16,1,NA,8,8,9,2,20,1008,26,NW,99.24,0,0,2015/5/19:16:00:00
47154,2015,5,19,17,1,NA,4,81,7,1,22,1008,24,NW,108.18,0,0,2015/5/19:17:00:00
47155,2015,5,19,18,1,11,19,NA,7,1,20,1009,25,NW,115.33,0,0,2015/5/19:18:00:00
47156,2015,5,19,19,1,15,11,NA,18,2,25,1009,23,NE,4.02,0,0,2015/5/19:19:00:00
47157,2015,5,19,20,1,13,17,NA,18,2,30,1010,20,cv,0.89,0,0,2015/5/19:20:00:00
47158,2015,5,19,21,1,13,10,NA,13,3,34,1011,19,NW,1.79,0,0,2015/5/19:21:00:00
47159,2015,5,19,22,1,11,9,NA,14,1,24,1012,22,NW,5.81,0,0,2015/5/19:22:00:00
47160,2015,5,19,23,1,13,12,NA,9,2,28,1013,21,NW,10.73,0,0,2015/5/19:23:00:00
47161,2015,5,20,0,1,14,8,NA,12,2,30,1013,20,NW,15.65,0,0,2015/5/20:0:00:00
47162,2015,5,20,1,1,270,7,NA,10,2,30,1014,20,NW,21.46,0,0,2015/5/20:1:00:00
47163,2015,5,20,2,1,119,5,NA,12,3,44,1014,15,NW,24.59,0,0,2015/5/20:2:00:00
47164,2015,5,20,3,1,28,10,NA,10,3,47,1015,14,NW,27.72,0,0,2015/5/20:3:00:00
47165,2015,5,20,4,1,8,15,NA,13,4,54,1015,13,NW,31.74,0,0,2015/5/20:4:00:00
47166,2015,5,20,5,1,9,9,NA,12,4,57,1016,12,NW,34.87,0,0,2015/5/20:5:00:00
47167,2015,5,20,6,1,16,12,NA,18,6,54,1016,15,NW,38,0,0,2015/5/20:6:00:00
47168,2015,5,20,7,1,27,11,NA,13,5,37,1017,20,NW,41.13,0,0,2015/5/20:7:00:00
47169,2015,5,20,8,1,15,13,NA,13,4,28,1018,23,NW,46.94,0,0,2015/5/20:8:00:00
47170,2015,5,20,9,1,17,14,21,11,3,25,1018,24,NW,50.96,0,0,2015/5/20:9:00:00
47171,2015,5,20,10,1,29,13,15,12,3,22,1018,26,NW,56.77,0,0,2015/5/20:10:00:00
47172,2015,5,20,11,1,35,11,24,11,3,20,1017,28,NW,61.69,0,0,2015/5/20:11:00:00
47173,2015,5,20,12,1,21,13,18,16,0,15,1016,29,NW,65.71,0,0,2015/5/20:12:00:00
47174,2015,5,20,13,1,17,13,17,15,2,17,1015,29,NW,68.84,0,0,2015/5/20:13:00:00
47175,2015,5,20,14,1,NA,16,20,16,2,16,1014,30,NW,71.97,0,0,2015/5/20:14:00:00
47176,2015,5,20,15,1,NA,NA,20,15,1,16,1013,29,SE,4.02,0,0,2015/5/20:15:00:00
47177,2015,5,20,16,1,8,15,NA,13,0,14,1012,30,NW,4.92,0,0,2015/5/20:16:00:00
47178,2015,5,20,17,1,18,16,11,17,0,14,1012,30,NW,8.94,0,0,2015/5/20:17:00:00
47179,2015,5,20,18,1,19,19,20,18,-1,14,1012,29,NW,13.86,0,0,2015/5/20:18:00:00
47180,2015,5,20,19,1,20,20,21,18,3,21,1012,27,SE,7.15,0,0,2015/5/20:19:00:00
47181,2015,5,20,20,1,26,19,18,25,4,24,1013,26,SE,14.3,0,0,2015/5/20:20:00:00
47182,2015,5,20,21,1,28,20,26,22,4,25,1013,25,SE,20.11,0,0,2015/5/20:21:00:00
47183,2015,5,20,22,1,21,19,26,30,4,25,1013,25,SE,27.26,0,0,2015/5/20:22:00:00
47184,2015,5,20,23,1,25,19,23,26,4,27,1013,24,SE,33.07,0,0,2015/5/20:23:00:00
47185,2015,5,21,0,1,23,19,21,26,4,28,1014,23,NW,1.79,0,0,2015/5/21:0:00:00
47186,2015,5,21,1,1,26,21,26,25,4,28,1014,23,NW,4.92,0,0,2015/5/21:1:00:00
47187,2015,5,21,2,1,22,32,25,36,8,58,1013,16,cv,0.89,0,0,2015/5/21:2:00:00
47188,2015,5,21,3,1,25,53,23,48,7,62,1013,14,NW,0.89,0,0,2015/5/21:3:00:00
47189,2015,5,21,4,1,34,52,30,45,8,67,1013,14,cv,0.45,0,0,2015/5/21:4:00:00
47190,2015,5,21,5,1,41,63,39,51,9,71,1013,14,NW,1.79,0,0,2015/5/21:5:00:00
47191,2015,5,21,6,1,41,50,42,38,9,67,1013,15,NW,3.58,0,0,2015/5/21:6:00:00
47192,2015,5,21,7,1,29,32,29,27,8,48,1013,19,NE,3.13,0,0,2015/5/21:7:00:00
47193,2015,5,21,8,1,30,34,22,32,7,37,1014,22,NW,1.79,0,0,2015/5/21:8:00:00
47194,2015,5,21,9,1,29,31,28,35,6,31,1013,24,cv,0.89,0,0,2015/5/21:9:00:00
47195,2015,5,21,10,1,30,35,35,30,6,31,1013,24,SE,1.79,0,0,2015/5/21:10:00:00
47196,2015,5,21,11,1,41,47,47,45,6,26,1013,27,SE,4.92,0,0,2015/5/21:11:00:00
47197,2015,5,21,12,1,37,35,36,37,6,24,1012,28,SE,8.94,0,0,2015/5/21:12:00:00
47198,2015,5,21,13,1,53,46,49,48,4,20,1011,29,SE,16.09,0,0,2015/5/21:13:00:00
47199,2015,5,21,14,1,41,48,43,44,5,21,1010,29,SE,21.9,0,0,2015/5/21:14:00:00
47200,2015,5,21,15,1,43,53,47,46,6,22,1009,30,SE,27.71,0,0,2015/5/21:15:00:00
47201,2015,5,21,16,1,28,29,29,35,9,28,1008,29,SE,34.86,0,0,2015/5/21:16:00:00
47202,2015,5,21,17,1,19,25,24,34,8,28,1008,28,SE,42.91,0,0,2015/5/21:17:00:00
47203,2015,5,21,18,1,20,21,21,22,8,30,1008,27,SE,50.96,0,0,2015/5/21:18:00:00
47204,2015,5,21,19,1,26,64,19,34,7,31,1009,25,SE,58.11,0,0,2015/5/21:19:00:00
47205,2015,5,21,20,1,34,59,28,30,7,33,1009,24,SE,63.92,0,0,2015/5/21:20:00:00
47206,2015,5,21,21,1,30,40,28,37,7,35,1010,23,SE,68.84,0,0,2015/5/21:21:00:00
47207,2015,5,21,22,1,51,41,33,35,7,37,1010,22,SE,72.86,0,0,2015/5/21:22:00:00
47208,2015,5,21,23,1,41,42,35,43,8,45,1010,20,SE,75.99,0,0,2015/5/21:23:00:00
47209,2015,5,22,0,1,35,42,31,36,7,42,1010,20,SE,80.01,0,0,2015/5/22:0:00:00
47210,2015,5,22,1,1,39,44,34,42,8,51,1011,18,SE,80.9,0,0,2015/5/22:1:00:00
47211,2015,5,22,2,1,37,40,40,41,9,59,1010,17,cv,0.89,0,0,2015/5/22:2:00:00
47212,2015,5,22,3,1,38,40,38,48,9,67,1010,15,cv,1.78,0,0,2015/5/22:3:00:00
47213,2015,5,22,4,1,42,47,42,48,8,62,1010,15,cv,2.67,0,0,2015/5/22:4:00:00
47214,2015,5,22,5,1,41,57,44,53,8,67,1011,14,NE,0.89,0,0,2015/5/22:5:00:00
47215,2015,5,22,6,1,45,71,44,55,9,63,1011,16,SE,1.79,0,0,2015/5/22:6:00:00
47216,2015,5,22,7,1,45,67,55,65,9,55,1011,18,cv,0.89,0,0,2015/5/22:7:00:00
47217,2015,5,22,8,1,50,73,56,68,9,49,1011,20,cv,1.78,0,0,2015/5/22:8:00:00
47218,2015,5,22,9,1,67,82,58,106,9,46,1011,21,cv,2.67,0,0,2015/5/22:9:00:00
47219,2015,5,22,10,1,74,87,74,99,10,43,1011,23,cv,4.46,0,0,2015/5/22:10:00:00
47220,2015,5,22,11,1,82,92,84,99,10,38,1011,25,cv,5.35,0,0,2015/5/22:11:00:00
47221,2015,5,22,12,1,74,92,73,85,10,36,1010,26,cv,7.14,0,0,2015/5/22:12:00:00
47222,2015,5,22,13,1,68,75,62,71,10,32,1009,28,cv,8.93,0,0,2015/5/22:13:00:00
47223,2015,5,22,14,1,49,71,57,69,9,28,1008,29,cv,12.06,0,0,2015/5/22:14:00:00
47224,2015,5,22,15,1,56,59,53,65,9,27,1007,30,SE,3.13,0,0,2015/5/22:15:00:00
47225,2015,5,22,16,1,45,52,45,58,8,25,1006,30,SE,6.26,0,0,2015/5/22:16:00:00
47226,2015,5,22,17,1,43,43,41,50,9,27,1006,30,SE,10.28,0,0,2015/5/22:17:00:00
47227,2015,5,22,18,1,49,41,44,47,9,28,1006,29,SE,14.3,0,0,2015/5/22:18:00:00
47228,2015,5,22,19,1,47,46,46,51,8,28,1006,28,SE,17.43,0,0,2015/5/22:19:00:00
47229,2015,5,22,20,1,50,49,46,58,9,32,1007,27,SE,20.56,0,0,2015/5/22:20:00:00
47230,2015,5,22,21,1,61,53,53,62,10,41,1008,24,SE,22.35,0,0,2015/5/22:21:00:00
47231,2015,5,22,22,1,66,70,61,69,11,52,1008,21,SE,23.24,0,0,2015/5/22:22:00:00
47232,2015,5,22,23,1,85,88,70,79,11,49,1008,22,SE,25.03,0,0,2015/5/22:23:00:00
47233,2015,5,23,0,1,83,92,76,83,12,56,1008,21,SE,28.16,0,0,2015/5/23:0:00:00
47234,2015,5,23,1,1,74,85,68,77,12,59,1008,20,SE,29.95,0,0,2015/5/23:1:00:00
47235,2015,5,23,2,1,74,110,71,86,12,63,1008,19,SE,31.74,0,0,2015/5/23:2:00:00
47236,2015,5,23,3,1,78,116,76,102,12,63,1009,19,SE,33.53,0,0,2015/5/23:3:00:00
47237,2015,5,23,4,1,86,141,113,120,11,63,1009,18,SE,35.32,0,0,2015/5/23:4:00:00
47238,2015,5,23,5,1,103,144,127,133,11,76,1009,15,NW,0.89,0,0,2015/5/23:5:00:00
47239,2015,5,23,6,1,137,146,132,143,13,77,1009,17,cv,0.45,0,0,2015/5/23:6:00:00
47240,2015,5,23,7,1,142,162,145,146,12,59,1009,20,cv,1.34,0,0,2015/5/23:7:00:00
47241,2015,5,23,8,1,143,158,145,128,13,53,1010,23,cv,2.23,0,0,2015/5/23:8:00:00
47242,2015,5,23,9,1,137,149,133,115,13,50,1009,24,cv,2.68,0,0,2015/5/23:9:00:00
47243,2015,5,23,10,1,133,148,134,111,13,47,1009,25,SE,1.79,0,0,2015/5/23:10:00:00
47244,2015,5,23,11,1,128,146,128,113,13,41,1009,27,cv,0.89,0,0,2015/5/23:11:00:00
47245,2015,5,23,12,1,101,127,115,100,14,39,1008,29,cv,4.02,0,0,2015/5/23:12:00:00
47246,2015,5,23,13,1,72,86,82,78,13,33,1007,31,SE,4.02,0,0,2015/5/23:13:00:00
47247,2015,5,23,14,1,67,75,65,68,12,29,1006,32,SE,9.83,0,0,2015/5/23:14:00:00
47248,2015,5,23,15,1,64,75,65,66,12,29,1006,32,SE,14.75,0,0,2015/5/23:15:00:00
47249,2015,5,23,16,1,63,77,63,69,11,29,1005,31,SE,20.56,0,0,2015/5/23:16:00:00
47250,2015,5,23,17,1,68,68,63,68,11,29,1006,31,SE,25.48,0,0,2015/5/23:17:00:00
47251,2015,5,23,18,1,84,79,67,64,12,33,1006,30,SE,29.5,0,0,2015/5/23:18:00:00
47252,2015,5,23,19,1,88,68,64,70,12,39,1006,27,SE,33.52,0,0,2015/5/23:19:00:00
47253,2015,5,23,20,1,89,96,82,85,12,41,1007,26,SE,36.65,0,0,2015/5/23:20:00:00
47254,2015,5,23,21,1,86,114,83,107,12,41,1008,26,SE,38.44,0,0,2015/5/23:21:00:00
47255,2015,5,23,22,1,101,128,95,103,13,47,1008,25,SE,40.23,0,0,2015/5/23:22:00:00
47256,2015,5,23,23,1,114,129,102,121,14,56,1007,23,SE,43.36,0,0,2015/5/23:23:00:00
47257,2015,5,24,0,1,119,158,118,127,15,64,1008,22,cv,0.89,0,0,2015/5/24:0:00:00
47258,2015,5,24,1,1,131,147,124,137,15,72,1008,20,cv,1.78,0,0,2015/5/24:1:00:00
47259,2015,5,24,2,1,129,148,121,135,15,68,1007,21,SE,1.79,0,0,2015/5/24:2:00:00
47260,2015,5,24,3,1,131,158,120,134,14,68,1007,20,SE,4.92,0,0,2015/5/24:3:00:00
47261,2015,5,24,4,1,140,176,132,152,14,68,1007,20,cv,0.89,0,0,2015/5/24:4:00:00
47262,2015,5,24,5,1,152,201,158,167,14,72,1007,19,SE,1.79,0,0,2015/5/24:5:00:00
47263,2015,5,24,6,1,160,185,166,166,14,77,1008,18,NW,0.89,0,0,2015/5/24:6:00:00
47264,2015,5,24,7,1,178,187,173,168,14,68,1008,20,NE,1.79,0,0,2015/5/24:7:00:00
47265,2015,5,24,8,1,194,188,181,186,14,60,1008,22,SE,1.79,0,0,2015/5/24:8:00:00
47266,2015,5,24,9,1,204,192,185,169,14,53,1008,24,cv,0.89,0,0,2015/5/24:9:00:00
47267,2015,5,24,10,1,207,204,186,174,15,50,1008,26,cv,1.78,0,0,2015/5/24:10:00:00
47268,2015,5,24,11,1,125,154,137,121,16,48,1007,28,cv,3.57,0,0,2015/5/24:11:00:00
47269,2015,5,24,12,1,99,92,91,99,15,40,1006,30,cv,5.36,0,0,2015/5/24:12:00:00
47270,2015,5,24,13,1,60,87,78,75,12,29,1005,32,SE,4.02,0,0,2015/5/24:13:00:00
47271,2015,5,24,14,1,62,72,61,71,11,26,1004,33,SE,9.83,0,0,2015/5/24:14:00:00
47272,2015,5,24,15,1,60,70,63,65,10,24,1004,33,SE,15.64,0,0,2015/5/24:15:00:00
47273,2015,5,24,16,1,58,62,58,70,11,26,1004,33,SE,20.56,0,0,2015/5/24:16:00:00
47274,2015,5,24,17,1,61,60,54,64,9,24,1004,32,SE,25.48,0,0,2015/5/24:17:00:00
47275,2015,5,24,18,1,72,62,68,69,10,27,1004,31,SE,29.5,0,0,2015/5/24:18:00:00
47276,2015,5,24,19,1,80,74,73,74,11,30,1004,30,SE,34.42,0,0,2015/5/24:19:00:00
47277,2015,5,24,20,1,90,81,82,83,12,33,1005,30,SE,37.55,0,0,2015/5/24:20:00:00
47278,2015,5,24,21,1,95,83,84,88,13,41,1005,27,cv,0.89,0,0,2015/5/24:21:00:00
47279,2015,5,24,22,1,86,77,77,81,13,41,1005,27,SE,3.13,0,0,2015/5/24:22:00:00
47280,2015,5,24,23,1,82,77,76,82,13,39,1004,28,SE,6.26,0,0,2015/5/24:23:00:00
47281,2015,5,25,0,1,74,68,68,72,14,53,1005,24,cv,0.45,0,0,2015/5/25:0:00:00
47282,2015,5,25,1,1,88,77,73,83,15,64,1005,22,SE,0.89,0,0,2015/5/25:1:00:00
47283,2015,5,25,2,1,89,81,77,89,13,50,1005,24,SE,4.02,0,0,2015/5/25:2:00:00
47284,2015,5,25,3,1,91,84,81,89,14,60,1005,22,SE,4.91,0,0,2015/5/25:3:00:00
47285,2015,5,25,4,1,96,95,85,93,14,64,1005,21,SE,6.7,0,0,2015/5/25:4:00:00
47286,2015,5,25,5,1,104,113,94,106,14,68,1006,20,cv,0.89,0,0,2015/5/25:5:00:00
47287,2015,5,25,6,1,116,126,112,118,15,72,1006,20,NE,0.89,0,0,2015/5/25:6:00:00
47288,2015,5,25,7,1,116,130,117,121,14,56,1006,23,cv,0.89,0,0,2015/5/25:7:00:00
47289,2015,5,25,8,1,135,140,119,124,14,53,1007,24,cv,1.78,0,0,2015/5/25:8:00:00
47290,2015,5,25,9,1,146,144,134,132,14,47,1007,26,NE,1.79,0,0,2015/5/25:9:00:00
47291,2015,5,25,10,1,140,140,127,122,14,42,1007,28,cv,1.79,0,0,2015/5/25:10:00:00
47292,2015,5,25,11,1,124,120,122,110,14,37,1006,30,SE,3.13,0,0,2015/5/25:11:00:00
47293,2015,5,25,12,1,96,115,101,94,13,31,1006,32,SE,6.26,0,0,2015/5/25:12:00:00
47294,2015,5,25,13,1,96,107,95,91,12,27,1005,33,cv,4.02,0,0,2015/5/25:13:00:00
47295,2015,5,25,14,1,104,111,101,107,13,28,1004,34,SE,4.92,0,0,2015/5/25:14:00:00
47296,2015,5,25,15,1,103,112,96,93,12,26,1004,34,SE,12.07,0,0,2015/5/25:15:00:00
47297,2015,5,25,16,1,116,115,99,103,13,28,1004,34,SE,17.88,0,0,2015/5/25:16:00:00
47298,2015,5,25,17,1,120,112,98,101,14,31,1003,33,SE,25.03,0,0,2015/5/25:17:00:00
47299,2015,5,25,18,1,90,91,86,88,13,31,1004,32,SE,30.84,0,0,2015/5/25:18:00:00
47300,2015,5,25,19,1,79,66,71,80,12,31,1004,31,SE,36.65,0,0,2015/5/25:19:00:00
47301,2015,5,25,20,1,82,63,71,73,13,35,1004,30,SE,40.67,0,0,2015/5/25:20:00:00
47302,2015,5,25,21,1,79,65,63,74,13,39,1005,28,SE,44.69,0,0,2015/5/25:21:00:00
47303,2015,5,25,22,1,78,72,68,76,14,42,1006,28,SE,47.82,0,0,2015/5/25:22:00:00
47304,2015,5,25,23,1,78,68,67,71,14,44,1006,27,SE,50.95,0,0,2015/5/25:23:00:00
47305,2015,5,26,0,1,79,71,72,75,14,47,1006,26,SE,54.08,0,0,2015/5/26:0:00:00
47306,2015,5,26,1,1,86,76,74,77,14,53,1006,24,SE,55.87,0,0,2015/5/26:1:00:00
47307,2015,5,26,2,1,88,78,77,76,14,53,1006,24,SE,59,0,0,2015/5/26:2:00:00
47308,2015,5,26,3,1,96,93,79,87,14,56,1006,23,SE,60.79,0,0,2015/5/26:3:00:00
47309,2015,5,26,4,1,104,106,89,95,14,60,1006,22,SE,62.58,0,0,2015/5/26:4:00:00
47310,2015,5,26,5,1,111,109,90,97,14,64,1007,21,SE,64.37,0,0,2015/5/26:5:00:00
47311,2015,5,26,6,1,119,107,99,102,14,60,1007,22,cv,0.89,0,0,2015/5/26:6:00:00
47312,2015,5,26,7,1,128,114,110,104,14,56,1007,23,SE,1.79,0,0,2015/5/26:7:00:00
47313,2015,5,26,8,1,127,122,117,106,15,53,1007,25,SE,3.58,0,0,2015/5/26:8:00:00
47314,2015,5,26,9,1,123,114,NA,105,15,47,1007,27,SE,5.37,0,0,2015/5/26:9:00:00
47315,2015,5,26,10,1,128,123,NA,113,16,45,1007,29,SE,7.16,0,0,2015/5/26:10:00:00
47316,2015,5,26,11,1,120,112,111,108,16,38,1006,32,SE,11.18,0,0,2015/5/26:11:00:00
47317,2015,5,26,12,1,107,98,100,99,14,31,1005,33,SE,16.99,0,0,2015/5/26:12:00:00
47318,2015,5,26,13,1,94,85,93,90,13,28,1005,34,SE,24.14,0,0,2015/5/26:13:00:00
47319,2015,5,26,14,1,82,88,78,87,14,28,1004,35,SE,29.06,0,0,2015/5/26:14:00:00
47320,2015,5,26,15,1,75,80,74,69,13,26,1003,35,SE,34.87,0,0,2015/5/26:15:00:00
47321,2015,5,26,16,1,68,75,62,65,11,24,1003,34,SE,42.02,0,0,2015/5/26:16:00:00
47322,2015,5,26,17,1,66,63,54,56,11,26,1003,33,SE,49.17,0,0,2015/5/26:17:00:00
47323,2015,5,26,18,1,65,53,57,55,12,29,1003,32,SE,54.98,0,0,2015/5/26:18:00:00
47324,2015,5,26,19,1,65,NA,56,59,13,35,1003,30,SE,59.9,0,0,2015/5/26:19:00:00
47325,2015,5,26,20,1,65,NA,56,62,14,39,1004,29,SE,64.82,0,0,2015/5/26:20:00:00
47326,2015,5,26,21,1,73,74,58,68,14,39,1005,29,SE,69.74,0,0,2015/5/26:21:00:00
47327,2015,5,26,22,1,68,149,61,66,14,42,1005,28,SE,74.66,0,0,2015/5/26:22:00:00
47328,2015,5,26,23,1,81,34,72,75,14,47,1005,26,SE,79.58,0,0,2015/5/26:23:00:00
47329,2015,5,27,0,1,82,3,75,72,14,47,1005,26,SE,84.5,0,0,2015/5/27:0:00:00
47330,2015,5,27,1,1,87,61,76,80,14,53,1005,24,SE,87.63,0,0,2015/5/27:1:00:00
47331,2015,5,27,2,1,91,70,83,88,15,57,1005,24,SE,90.76,0,0,2015/5/27:2:00:00
47332,2015,5,27,3,1,102,62,89,94,15,60,1005,23,SE,92.55,0,0,2015/5/27:3:00:00
47333,2015,5,27,4,1,106,87,91,95,15,64,1005,22,SE,94.34,0,0,2015/5/27:4:00:00
47334,2015,5,27,5,1,113,77,95,103,15,68,1005,21,NE,1.79,0,0,2015/5/27:5:00:00
47335,2015,5,27,6,1,121,82,101,104,15,68,1005,21,SE,1.79,0,0,2015/5/27:6:00:00
47336,2015,5,27,7,1,129,113,113,108,16,64,1006,23,SE,3.58,0,0,2015/5/27:7:00:00
47337,2015,5,27,8,1,144,NA,120,110,16,57,1006,25,SE,5.37,0,0,2015/5/27:8:00:00
47338,2015,5,27,9,1,3,NA,121,114,17,57,1007,26,SE,7.16,0,0,2015/5/27:9:00:00
47339,2015,5,27,10,1,NA,113,139,124,17,54,1006,27,SE,10.29,0,0,2015/5/27:10:00:00
47340,2015,5,27,11,1,NA,106,125,111,16,45,1006,29,SE,14.31,0,0,2015/5/27:11:00:00
47341,2015,5,27,12,1,NA,53,101,108,14,37,1006,30,SE,18.33,0,0,2015/5/27:12:00:00
47342,2015,5,27,13,1,NA,14,89,105,15,40,1005,30,SE,22.35,0,0,2015/5/27:13:00:00
47343,2015,5,27,14,1,NA,71,80,111,14,35,1004,31,SE,25.48,0,0,2015/5/27:14:00:00
47344,2015,5,27,15,1,NA,112,75,91,15,37,1003,31,SE,29.5,0,0,2015/5/27:15:00:00
47345,2015,5,27,16,1,NA,50,74,84,14,35,1003,31,SE,33.52,0,0,2015/5/27:16:00:00
47346,2015,5,27,17,1,NA,54,69,80,14,35,1002,31,SE,37.54,0,0,2015/5/27:17:00:00
47347,2015,5,27,18,1,NA,103,69,74,14,37,1002,30,SE,41.56,0,0,2015/5/27:18:00:00
47348,2015,5,27,19,1,NA,115,86,92,13,37,1002,29,SE,45.58,0,0,2015/5/27:19:00:00
47349,2015,5,27,20,1,NA,89,87,101,14,42,1003,28,SE,48.71,0,0,2015/5/27:20:00:00
47350,2015,5,27,21,1,NA,92,96,107,15,50,1004,26,SE,53.63,0,0,2015/5/27:21:00:00
47351,2015,5,27,22,1,NA,109,125,122,16,54,1004,26,SE,57.65,0,0,2015/5/27:22:00:00
47352,2015,5,27,23,1,NA,92,122,120,15,53,1004,25,SE,61.67,0,0,2015/5/27:23:00:00
47353,2015,5,28,0,1,NA,107,119,116,15,57,1004,24,SE,64.8,0,0,2015/5/28:0:00:00
47354,2015,5,28,1,1,NA,98,112,116,15,60,1004,23,SE,67.93,0,0,2015/5/28:1:00:00
47355,2015,5,28,2,1,NA,96,120,118,15,60,1004,23,SE,69.72,0,0,2015/5/28:2:00:00
47356,2015,5,28,3,1,NA,101,122,120,15,64,1003,22,SE,72.85,0,0,2015/5/28:3:00:00
47357,2015,5,28,4,1,NA,108,129,130,15,64,1003,22,SE,75.98,0,0,2015/5/28:4:00:00
47358,2015,5,28,5,1,NA,113,139,136,15,64,1003,22,SE,77.77,0,0,2015/5/28:5:00:00
47359,2015,5,28,6,1,NA,121,149,152,15,68,1004,21,cv,0.89,0,0,2015/5/28:6:00:00
47360,2015,5,28,7,1,NA,117,156,151,16,64,1004,23,SE,3.13,0,0,2015/5/28:7:00:00
47361,2015,5,28,8,1,NA,142,157,145,16,60,1004,24,SE,6.26,0,0,2015/5/28:8:00:00
47362,2015,5,28,9,1,148,139,152,151,16,57,1004,25,SE,8.05,0,0,2015/5/28:9:00:00
47363,2015,5,28,10,1,138,133,147,123,17,57,1004,26,SE,11.18,0,0,2015/5/28:10:00:00
47364,2015,5,28,11,1,130,112,129,122,18,54,1004,28,SE,12.97,0,0,2015/5/28:11:00:00
47365,2015,5,28,12,1,102,63,94,88,18,51,1003,29,SE,16.1,0,0,2015/5/28:12:00:00
47366,2015,5,28,13,1,88,40,83,84,15,40,1003,30,SE,21.91,0,0,2015/5/28:13:00:00
47367,2015,5,28,14,1,88,185,88,87,15,37,1003,31,SE,27.72,0,0,2015/5/28:14:00:00
47368,2015,5,28,15,1,87,51,90,98,16,42,1002,30,SE,32.64,0,0,2015/5/28:15:00:00
47369,2015,5,28,16,1,84,82,85,83,16,45,1002,29,SE,37.56,0,0,2015/5/28:16:00:00
47370,2015,5,28,17,1,85,43,83,90,15,42,1003,29,SE,42.48,0,0,2015/5/28:17:00:00
47371,2015,5,28,18,1,81,48,89,90,15,42,1003,29,SE,45.61,0,0,2015/5/28:18:00:00
47372,2015,5,28,19,1,78,44,77,87,15,45,1003,28,SE,49.63,0,0,2015/5/28:19:00:00
47373,2015,5,28,20,1,74,38,72,81,15,45,1004,28,SE,52.76,0,0,2015/5/28:20:00:00
47374,2015,5,28,21,1,81,41,72,70,14,47,1004,26,SE,54.55,0,0,2015/5/28:21:00:00
47375,2015,5,28,22,1,84,42,79,83,15,50,1005,26,SE,57.68,0,0,2015/5/28:22:00:00
47376,2015,5,28,23,1,93,58,77,83,13,47,1005,25,SE,61.7,0,0,2015/5/28:23:00:00
47377,2015,5,29,0,1,69,28,60,72,14,53,1005,24,SE,65.72,0,0,2015/5/29:0:00:00
47378,2015,5,29,1,1,63,39,52,71,15,60,1005,23,SE,67.51,0,0,2015/5/29:1:00:00
47379,2015,5,29,2,1,82,52,76,79,15,60,1005,23,cv,0.89,0,0,2015/5/29:2:00:00
47380,2015,5,29,3,1,105,5,72,70,16,68,1005,22,cv,1.78,0,0,2015/5/29:3:00:00
47381,2015,5,29,4,1,96,54,70,74,17,77,1005,21,SE,0.89,0.5,0.5,2015/5/29:4:00:00
47382,2015,5,29,5,1,91,37,72,73,18,82,1006,21,SE,4.02,0.2,0.7,2015/5/29:5:00:00
47383,2015,5,29,6,1,98,11,79,96,18,88,1005,20,SE,4.91,0,0,2015/5/29:6:00:00
47384,2015,5,29,7,1,110,3,95,98,18,82,1006,21,cv,0.89,0,0,2015/5/29:7:00:00
47385,2015,5,29,8,1,99,3,105,103,18,82,1005,21,SE,3.13,0,0,2015/5/29:8:00:00
47386,2015,5,29,9,1,84,3,107,102,18,78,1006,22,cv,0.89,0,0,2015/5/29:9:00:00
47387,2015,5,29,10,1,87,3,95,87,18,69,1006,24,SE,3.13,0,0,2015/5/29:10:00:00
47388,2015,5,29,11,1,77,3,87,80,17,57,1006,26,SE,4.92,0,0,2015/5/29:11:00:00
47389,2015,5,29,12,1,65,3,99,80,16,48,1005,28,SE,6.71,0,0,2015/5/29:12:00:00
47390,2015,5,29,13,1,73,60,106,79,13,35,1005,30,cv,3.13,0,0,2015/5/29:13:00:00
47391,2015,5,29,14,1,71,75,77,71,14,35,1004,31,SE,4.02,0,0,2015/5/29:14:00:00
47392,2015,5,29,15,1,50,54,53,50,15,40,1004,30,SE,8.94,0,0,2015/5/29:15:00:00
47393,2015,5,29,16,1,29,26,31,34,15,42,1003,29,SE,14.75,0,0,2015/5/29:16:00:00
47394,2015,5,29,17,1,30,24,34,40,15,42,1003,29,SE,19.67,0,0,2015/5/29:17:00:00
47395,2015,5,29,18,1,32,22,34,40,14,42,1004,28,SE,23.69,0,0,2015/5/29:18:00:00
47396,2015,5,29,19,1,28,18,34,39,16,50,1005,27,SE,27.71,0,0,2015/5/29:19:00:00
47397,2015,5,29,20,1,36,25,37,46,16,57,1006,25,SE,30.84,0,0,2015/5/29:20:00:00
47398,2015,5,29,21,1,46,36,44,45,16,60,1007,24,SE,35.76,0,0,2015/5/29:21:00:00
