exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
NYSE,ZQK,2002-02-14,18.10,18.45,18.10,18.40,276000,4.60
NYSE,ZQK,2002-02-13,18.15,18.15,17.94,18.00,230800,4.50
NYSE,ZQK,2002-02-12,18.20,18.30,18.05,18.15,155200,4.54
NYSE,ZQK,2002-02-11,18.07,18.66,18.06,18.11,358400,4.53
NYSE,ZQK,2002-02-08,17.41,18.07,17.38,18.07,232000,4.52
NYSE,ZQK,2002-02-07,17.35,17.49,17.31,17.41,105600,4.35
NYSE,ZQK,2002-02-06,17.50,17.60,17.19,17.27,329600,4.32
NYSE,ZQK,2002-02-05,18.00,18.00,16.90,17.40,480400,4.35
NYSE,ZQK,2002-02-04,18.68,18.74,17.89,18.10,254400,4.53
NYSE,ZQK,2002-01-31,17.90,18.37,17.90,18.36,213600,4.59
NYSE,ZQK,2002-01-30,18.50,18.50,17.54,17.97,408800,4.49
NYSE,ZQK,2002-01-29,18.51,18.55,18.22,18.53,209600,4.63
NYSE,ZQK,2002-01-28,18.28,18.60,18.25,18.51,344800,4.63
NYSE,ZQK,2002-01-25,18.11,18.32,18.07,18.21,138400,4.55
NYSE,ZQK,2002-01-24,18.14,18.20,18.00,18.15,194000,4.54
NYSE,ZQK,2002-01-23,18.13,18.15,17.85,18.13,253200,4.53
NYSE,ZQK,2002-01-22,17.61,18.15,17.45,18.13,265200,4.53
NYSE,ZQK,2002-01-18,17.80,17.98,17.55,17.61,521200,4.40
NYSE,ZQK,2002-01-17,17.65,17.85,17.45,17.70,424800,4.43
NYSE,ZQK,2002-01-16,17.80,17.80,17.40,17.46,231200,4.36
NYSE,ZQK,2002-01-15,17.81,18.00,17.60,17.75,292800,4.44
NYSE,ZQK,2002-01-14,18.10,18.10,17.65,17.81,629600,4.45
NYSE,ZQK,2002-01-11,18.25,18.25,17.90,18.00,194400,4.50
NYSE,ZQK,2002-01-10,17.90,18.60,17.55,18.25,531200,4.56
NYSE,ZQK,2002-01-09,18.90,18.93,17.79,17.79,220800,4.45
NYSE,ZQK,2002-01-08,18.75,18.95,18.66,18.85,267600,4.71
NYSE,ZQK,2002-01-07,19.02,19.49,18.65,18.85,804800,4.71
NYSE,ZQK,2002-01-04,18.50,19.02,18.20,19.02,549600,4.76
NYSE,ZQK,2002-01-03,17.00,18.07,16.92,18.05,333200,4.51
NYSE,ZQK,2002-01-02,17.20,17.25,16.95,17.00,379200,4.25
NYSE,ZQK,2001-12-31,16.85,17.37,16.75,17.20,456400,4.30
NYSE,ZQK,2001-12-28,17.08,17.44,16.90,16.90,290400,4.22
NYSE,ZQK,2001-12-27,16.96,17.15,16.96,17.00,274000,4.25
NYSE,ZQK,2001-12-26,16.94,17.10,16.90,16.96,198400,4.24
NYSE,ZQK,2001-12-24,17.20,17.21,16.75,16.93,149200,4.23
NYSE,ZQK,2001-12-21,16.26,17.20,16.26,16.95,1070400,4.24
NYSE,ZQK,2001-12-20,16.00,17.50,15.72,16.26,1797600,4.07
NYSE,ZQK,2001-12-19,16.05,16.40,15.22,15.22,403600,3.81
NYSE,ZQK,2001-12-18,15.20,16.00,15.12,16.00,267200,4.00
NYSE,ZQK,2001-12-17,14.90,15.28,14.90,15.20,139200,3.80
NYSE,ZQK,2001-12-14,15.11,15.11,14.90,14.92,144800,3.73
NYSE,ZQK,2001-12-13,15.29,15.50,15.08,15.11,228800,3.78
NYSE,ZQK,2001-12-12,15.02,15.24,15.00,15.19,92800,3.80
NYSE,ZQK,2001-12-11,14.80,15.05,14.72,15.00,167200,3.75
NYSE,ZQK,2001-12-10,14.90,15.10,14.70,14.71,102400,3.68
NYSE,ZQK,2001-12-07,15.35,15.35,14.95,14.99,164400,3.75
NYSE,ZQK,2001-12-06,14.95,15.40,14.80,15.40,175200,3.85
NYSE,ZQK,2001-12-05,14.50,15.00,14.44,14.95,361600,3.74
NYSE,ZQK,2001-12-04,14.20,14.50,13.92,14.49,120800,3.62
NYSE,ZQK,2001-12-03,14.38,14.50,14.10,14.10,182800,3.53
NYSE,ZQK,2001-11-30,14.45,14.75,14.03,14.45,313200,3.61
NYSE,ZQK,2001-11-29,14.00,14.55,13.75,14.54,469600,3.63
NYSE,ZQK,2001-11-28,14.37,14.37,13.95,14.07,380800,3.52
NYSE,ZQK,2001-11-27,14.60,14.85,14.11,14.45,378000,3.61
NYSE,ZQK,2001-11-26,14.38,14.39,13.95,14.17,356800,3.54
NYSE,ZQK,2001-11-23,14.20,14.40,14.17,14.38,134800,3.60
NYSE,ZQK,2001-11-21,13.95,14.55,13.75,13.93,1445200,3.48
NYSE,ZQK,2001-11-20,15.00,15.64,14.75,15.13,625600,3.78
NYSE,ZQK,2001-11-19,14.00,15.00,14.00,14.81,255200,3.70
NYSE,ZQK,2001-11-16,14.50,14.70,14.40,14.50,220000,3.62
NYSE,ZQK,2001-11-15,14.82,14.90,14.33,14.62,215200,3.65
NYSE,ZQK,2001-11-14,13.86,14.91,13.86,14.68,350000,3.67
NYSE,ZQK,2001-11-13,13.40,13.90,13.35,13.86,770400,3.46
NYSE,ZQK,2001-11-12,13.12,13.33,12.90,13.00,264400,3.25
NYSE,ZQK,2001-11-09,13.37,13.45,12.75,12.92,496000,3.23
NYSE,ZQK,2001-11-08,13.75,14.00,13.26,13.29,850400,3.32
NYSE,ZQK,2001-11-07,12.95,13.95,12.90,13.78,995200,3.44
NYSE,ZQK,2001-11-06,12.92,12.98,12.42,12.90,305600,3.22
NYSE,ZQK,2001-11-05,13.38,13.38,12.84,12.84,544000,3.21
NYSE,ZQK,2001-11-02,13.20,13.38,12.92,13.38,287200,3.35
NYSE,ZQK,2001-11-01,13.10,13.33,13.03,13.20,127600,3.30
NYSE,ZQK,2001-10-31,13.00,13.32,12.96,13.17,588000,3.29
NYSE,ZQK,2001-10-30,13.30,13.31,12.71,12.90,744800,3.22
NYSE,ZQK,2001-10-29,13.30,13.71,13.21,13.36,602400,3.34
NYSE,ZQK,2001-10-26,12.45,13.35,12.35,13.20,788400,3.30
NYSE,ZQK,2001-10-25,12.40,12.60,12.05,12.47,670800,3.12
NYSE,ZQK,2001-10-24,12.30,12.60,12.25,12.55,247200,3.14
NYSE,ZQK,2001-10-23,12.20,12.65,12.20,12.32,319600,3.08
NYSE,ZQK,2001-10-22,12.35,12.45,12.02,12.08,163200,3.02
NYSE,ZQK,2001-10-19,12.22,12.32,12.00,12.32,305600,3.08
NYSE,ZQK,2001-10-18,12.40,12.75,12.15,12.30,350000,3.08
NYSE,ZQK,2001-10-17,12.90,12.90,12.34,12.45,228000,3.11
NYSE,ZQK,2001-10-16,12.50,12.74,12.40,12.68,519200,3.17
NYSE,ZQK,2001-10-15,12.90,13.00,11.85,12.48,938400,3.12
NYSE,ZQK,2001-10-12,13.75,13.79,12.86,13.00,377600,3.25
NYSE,ZQK,2001-10-11,13.50,14.57,13.50,13.72,568800,3.43
NYSE,ZQK,2001-10-10,12.95,13.45,12.83,13.45,205200,3.36
NYSE,ZQK,2001-10-09,12.96,13.25,12.51,12.99,179200,3.25
NYSE,ZQK,2001-10-08,12.95,13.70,12.76,12.87,270400,3.22
NYSE,ZQK,2001-10-05,12.95,13.19,12.80,13.10,377600,3.28
NYSE,ZQK,2001-10-04,13.55,13.60,12.78,12.92,341600,3.23
NYSE,ZQK,2001-10-03,11.50,13.52,11.50,13.40,1065600,3.35
NYSE,ZQK,2001-10-02,12.00,12.20,11.35,11.60,900800,2.90
NYSE,ZQK,2001-10-01,12.30,12.50,12.02,12.05,362400,3.01
NYSE,ZQK,2001-09-28,12.10,12.72,12.10,12.35,308000,3.09
NYSE,ZQK,2001-09-27,12.28,12.30,12.00,12.20,554000,3.05
NYSE,ZQK,2001-09-26,12.46,12.50,12.28,12.28,289600,3.07
NYSE,ZQK,2001-09-25,12.90,12.95,12.42,12.46,405600,3.12
NYSE,ZQK,2001-09-24,12.06,12.99,12.06,12.75,469600,3.19
NYSE,ZQK,2001-09-21,12.10,12.38,11.75,12.05,1207200,3.01
NYSE,ZQK,2001-09-20,13.40,13.45,12.06,12.10,628400,3.03
NYSE,ZQK,2001-09-19,14.15,14.15,13.15,13.28,1063200,3.32
NYSE,ZQK,2001-09-18,14.05,14.15,14.00,14.01,700400,3.50
NYSE,ZQK,2001-09-17,13.00,14.70,13.00,14.00,1193600,3.50
NYSE,ZQK,2001-09-10,15.90,16.00,15.67,15.92,1193600,3.98
NYSE,ZQK,2001-09-07,14.50,16.19,14.24,15.90,5505600,3.97
NYSE,ZQK,2001-09-06,19.60,19.78,19.00,19.02,1160800,4.76
NYSE,ZQK,2001-09-05,21.55,21.57,18.80,20.00,2934400,5.00
NYSE,ZQK,2001-09-04,23.03,23.04,21.74,21.75,1014800,5.44
NYSE,ZQK,2001-08-31,22.40,23.40,22.40,23.02,210400,5.76
NYSE,ZQK,2001-08-30,23.20,23.20,22.32,22.32,807600,5.58
NYSE,ZQK,2001-08-29,23.00,23.30,22.46,23.20,1022800,5.80
NYSE,ZQK,2001-08-28,22.37,23.15,22.15,23.00,727200,5.75
NYSE,ZQK,2001-08-27,22.00,22.53,22.00,22.36,266400,5.59
NYSE,ZQK,2001-08-24,20.40,22.00,20.15,22.00,434000,5.50
NYSE,ZQK,2001-08-23,21.20,21.20,19.87,20.40,274800,5.10
NYSE,ZQK,2001-08-22,20.20,20.98,19.80,20.85,315200,5.21
NYSE,ZQK,2001-08-21,21.70,21.71,20.10,20.20,484800,5.05
NYSE,ZQK,2001-08-20,21.60,21.80,21.00,21.80,181200,5.45
NYSE,ZQK,2001-08-17,21.50,21.70,21.30,21.69,377600,5.42
NYSE,ZQK,2001-08-16,21.65,21.69,20.85,21.43,332000,5.36
NYSE,ZQK,2001-08-15,21.50,22.00,21.50,21.72,466800,5.43
NYSE,ZQK,2001-08-14,20.70,21.59,20.66,21.50,688000,5.38
NYSE,ZQK,2001-08-13,20.85,20.86,20.00,20.65,373600,5.16
NYSE,ZQK,2001-08-10,20.25,20.96,20.25,20.85,508800,5.21
NYSE,ZQK,2001-08-09,19.55,20.30,19.55,20.27,1239200,5.07
NYSE,ZQK,2001-08-08,19.40,19.70,19.20,19.33,782800,4.83
NYSE,ZQK,2001-08-07,19.81,19.81,18.85,19.45,698000,4.86
NYSE,ZQK,2001-08-06,20.70,20.70,19.53,19.81,679200,4.95
NYSE,ZQK,2001-08-03,19.90,20.90,19.90,20.70,593600,5.18
NYSE,ZQK,2001-08-02,20.34,20.55,19.26,19.86,580000,4.97
NYSE,ZQK,2001-08-01,20.90,21.00,20.15,20.15,381600,5.04
NYSE,ZQK,2001-07-31,20.95,21.39,20.95,21.05,516000,5.26
NYSE,ZQK,2001-07-30,21.10,21.54,20.45,20.70,499200,5.18
NYSE,ZQK,2001-07-27,22.25,22.85,21.00,21.14,442400,5.28
NYSE,ZQK,2001-07-26,22.25,22.45,21.85,22.30,190800,5.57
NYSE,ZQK,2001-07-25,21.30,22.57,21.30,22.50,296000,5.62
NYSE,ZQK,2001-07-24,21.96,22.20,21.30,21.35,264800,5.34
NYSE,ZQK,2001-07-23,22.10,22.43,21.90,21.96,340000,5.49
NYSE,ZQK,2001-07-20,21.00,22.25,21.00,22.00,387200,5.50
NYSE,ZQK,2001-07-19,21.83,21.95,21.20,21.35,392400,5.34
NYSE,ZQK,2001-07-18,21.90,22.20,21.50,21.53,229600,5.38
NYSE,ZQK,2001-07-17,22.20,23.20,21.63,21.93,222400,5.48
NYSE,ZQK,2001-07-16,21.91,22.40,21.91,22.35,488800,5.59
NYSE,ZQK,2001-07-13,22.88,22.88,21.85,22.16,352800,5.54
NYSE,ZQK,2001-07-12,22.30,22.90,22.20,22.88,308800,5.72
NYSE,ZQK,2001-07-11,21.77,22.15,21.57,22.15,350000,5.54
NYSE,ZQK,2001-07-10,23.14,23.23,21.90,22.02,456000,5.51
NYSE,ZQK,2001-07-09,23.70,23.80,23.04,23.13,252000,5.78
NYSE,ZQK,2001-07-06,24.05,24.05,23.10,23.58,204800,5.89
NYSE,ZQK,2001-07-05,25.25,25.35,23.80,24.11,490400,6.03
NYSE,ZQK,2001-07-03,24.13,25.28,24.05,25.20,176800,6.30
NYSE,ZQK,2001-07-02,24.95,24.95,23.80,24.12,291600,6.03
NYSE,ZQK,2001-06-29,24.20,25.00,24.18,25.00,663600,6.25
NYSE,ZQK,2001-06-28,23.05,24.40,23.05,24.20,432800,6.05
NYSE,ZQK,2001-06-27,23.10,23.10,22.25,22.95,189600,5.74
NYSE,ZQK,2001-06-26,23.00,23.28,22.70,23.15,268800,5.79
NYSE,ZQK,2001-06-25,23.20,23.50,22.88,23.00,156000,5.75
NYSE,ZQK,2001-06-22,24.00,24.15,23.15,23.25,204000,5.81
NYSE,ZQK,2001-06-21,24.10,24.90,23.95,24.51,276000,6.13
NYSE,ZQK,2001-06-20,23.53,24.30,23.50,24.19,212800,6.05
NYSE,ZQK,2001-06-19,23.75,23.95,23.50,23.52,207200,5.88
NYSE,ZQK,2001-06-18,23.50,23.89,23.20,23.40,314400,5.85
NYSE,ZQK,2001-06-15,22.41,23.40,22.41,23.20,270400,5.80
NYSE,ZQK,2001-06-14,22.90,22.98,22.44,22.49,123200,5.62
NYSE,ZQK,2001-06-13,23.10,23.10,22.68,22.79,441600,5.70
NYSE,ZQK,2001-06-12,23.80,24.08,23.05,23.25,608000,5.81
NYSE,ZQK,2001-06-11,24.58,24.75,24.10,24.10,419200,6.03
NYSE,ZQK,2001-06-08,24.70,24.95,24.05,24.55,487600,6.14
NYSE,ZQK,2001-06-07,24.00,24.70,23.50,24.57,2088000,6.14
NYSE,ZQK,2001-06-06,22.25,22.50,21.55,21.60,1431200,5.40
NYSE,ZQK,2001-06-05,22.20,22.40,20.80,22.23,1749600,5.56
NYSE,ZQK,2001-06-04,24.80,24.83,21.15,21.80,2514800,5.45
NYSE,ZQK,2001-06-01,24.98,25.10,24.40,24.80,816400,6.20
NYSE,ZQK,2001-05-31,25.15,25.32,24.85,24.85,178400,6.21
NYSE,ZQK,2001-05-30,26.60,26.60,24.79,24.99,413600,6.25
NYSE,ZQK,2001-05-29,27.12,27.30,26.68,26.68,527200,6.67
NYSE,ZQK,2001-05-25,27.00,27.18,26.80,26.95,156800,6.74
NYSE,ZQK,2001-05-24,27.70,27.86,26.05,27.09,333200,6.77
NYSE,ZQK,2001-05-23,28.30,29.00,27.80,27.81,443200,6.95
NYSE,ZQK,2001-05-22,27.65,28.50,27.64,28.20,232800,7.05
NYSE,ZQK,2001-05-21,26.55,27.79,26.20,27.58,287200,6.89
NYSE,ZQK,2001-05-18,27.70,27.70,26.65,26.70,204000,6.68
NYSE,ZQK,2001-05-17,26.92,27.79,26.85,27.71,242800,6.93
NYSE,ZQK,2001-05-16,26.60,27.05,26.50,26.81,247600,6.70
NYSE,ZQK,2001-05-15,26.30,27.08,26.16,26.71,313200,6.68
NYSE,ZQK,2001-05-14,26.30,26.40,26.03,26.14,79600,6.53
NYSE,ZQK,2001-05-11,27.30,27.36,26.05,26.20,229600,6.55
NYSE,ZQK,2001-05-10,26.89,27.75,26.80,27.24,361200,6.81
NYSE,ZQK,2001-05-09,27.80,27.80,26.64,26.89,112800,6.72
NYSE,ZQK,2001-05-08,27.66,28.60,27.66,27.80,307600,6.95
NYSE,ZQK,2001-05-07,26.40,28.21,26.40,27.66,445600,6.91
NYSE,ZQK,2001-05-04,26.35,26.50,26.06,26.40,249600,6.60
NYSE,ZQK,2001-05-03,26.90,26.95,26.60,26.87,110400,6.72
NYSE,ZQK,2001-05-02,27.20,27.20,26.51,26.95,248400,6.74
NYSE,ZQK,2001-05-01,27.10,27.40,27.00,27.20,158800,6.80
NYSE,ZQK,2001-04-30,26.95,27.97,26.95,27.17,271200,6.79
NYSE,ZQK,2001-04-27,26.34,27.10,26.34,26.54,331200,6.64
NYSE,ZQK,2001-04-26,25.15,26.34,25.08,26.34,163200,6.59
NYSE,ZQK,2001-04-25,24.65,25.20,24.54,25.06,152000,6.26
NYSE,ZQK,2001-04-24,24.50,25.20,24.46,24.60,447200,6.15
NYSE,ZQK,2001-04-23,24.00,24.50,24.00,24.50,204800,6.12
NYSE,ZQK,2001-04-20,24.25,24.75,24.04,24.19,266400,6.05
NYSE,ZQK,2001-04-19,24.10,24.48,24.00,24.33,285600,6.08
NYSE,ZQK,2001-04-18,22.75,24.40,22.75,23.95,592800,5.99
NYSE,ZQK,2001-04-17,24.06,24.06,22.09,22.69,981600,5.67
NYSE,ZQK,2001-04-16,24.70,24.85,24.00,24.05,541200,6.01
NYSE,ZQK,2001-04-12,24.96,25.00,22.58,24.87,1403200,6.22
NYSE,ZQK,2001-04-11,25.68,26.25,25.48,25.54,256800,6.39
NYSE,ZQK,2001-04-10,26.30,26.70,25.65,25.68,292000,6.42
NYSE,ZQK,2001-04-09,25.70,26.50,25.60,26.24,210000,6.56
NYSE,ZQK,2001-04-06,25.70,26.30,25.47,25.60,352800,6.40
NYSE,ZQK,2001-04-05,25.00,25.95,25.00,25.95,365200,6.49
NYSE,ZQK,2001-04-04,24.60,24.96,24.30,24.89,538400,6.22
NYSE,ZQK,2001-04-03,26.30,26.30,24.49,24.75,406400,6.19
NYSE,ZQK,2001-04-02,26.55,26.98,26.05,26.30,336000,6.57
NYSE,ZQK,2001-03-30,26.65,26.75,25.92,26.55,323200,6.64
NYSE,ZQK,2001-03-29,26.85,27.10,25.90,26.60,188800,6.65
NYSE,ZQK,2001-03-28,27.96,27.96,26.77,26.80,302400,6.70
NYSE,ZQK,2001-03-27,27.25,27.96,26.80,27.96,610400,6.99
NYSE,ZQK,2001-03-26,27.60,27.80,26.90,27.15,881600,6.79
NYSE,ZQK,2001-03-23,25.20,27.90,25.00,27.80,826400,6.95
NYSE,ZQK,2001-03-22,27.00,27.00,24.60,25.70,824400,6.43
NYSE,ZQK,2001-03-21,28.20,29.00,26.50,26.80,522400,6.70
NYSE,ZQK,2001-03-20,28.10,28.45,27.70,28.15,857200,7.04
NYSE,ZQK,2001-03-19,27.50,28.10,27.40,28.10,504800,7.03
NYSE,ZQK,2001-03-16,27.50,27.51,26.60,27.20,509600,6.80
NYSE,ZQK,2001-03-15,27.00,28.40,26.75,27.63,1266400,6.91
NYSE,ZQK,2001-03-14,26.50,26.90,25.87,26.66,280000,6.66
NYSE,ZQK,2001-03-13,27.90,28.20,26.25,26.50,750800,6.62
NYSE,ZQK,2001-03-12,26.00,28.70,25.85,27.65,1355200,6.91
NYSE,ZQK,2001-03-09,25.65,26.86,23.75,26.65,597600,6.66
NYSE,ZQK,2001-03-08,27.00,27.70,25.55,25.65,623200,6.41
NYSE,ZQK,2001-03-07,25.01,27.50,25.01,27.00,772400,6.75
NYSE,ZQK,2001-03-06,25.15,25.50,24.70,25.01,544800,6.25
NYSE,ZQK,2001-03-05,25.50,25.70,24.60,24.92,241600,6.23
NYSE,ZQK,2001-03-02,25.91,25.91,24.40,25.27,608400,6.32
NYSE,ZQK,2001-03-01,26.90,26.90,25.10,25.91,282400,6.48
NYSE,ZQK,2001-02-28,27.90,28.00,26.57,26.90,464000,6.72
NYSE,ZQK,2001-02-27,27.68,28.20,27.42,27.91,707600,6.98
NYSE,ZQK,2001-02-26,27.75,29.15,27.03,27.73,1839200,6.93
NYSE,ZQK,2001-02-23,25.00,25.90,24.78,25.90,501600,6.47
NYSE,ZQK,2001-02-22,24.21,25.35,24.20,25.00,508000,6.25
NYSE,ZQK,2001-02-21,25.25,25.45,24.20,24.20,452800,6.05
NYSE,ZQK,2001-02-20,24.40,25.40,24.40,25.15,909600,6.29
NYSE,ZQK,2001-02-16,25.00,25.00,23.75,24.20,381600,6.05
NYSE,ZQK,2001-02-15,23.85,25.25,23.85,25.22,447600,6.30
NYSE,ZQK,2001-02-14,23.90,24.12,23.51,23.89,138800,5.97
NYSE,ZQK,2001-02-13,23.90,24.50,23.76,23.76,310400,5.94
NYSE,ZQK,2001-02-12,22.85,23.99,22.84,23.99,496800,6.00
NYSE,ZQK,2001-02-09,23.74,23.95,22.75,22.75,268000,5.69
NYSE,ZQK,2001-02-08,24.10,24.10,23.70,23.74,272000,5.93
NYSE,ZQK,2001-02-07,24.03,24.30,23.82,24.16,244800,6.04
NYSE,ZQK,2001-02-06,24.06,24.30,23.54,23.83,137600,5.96
NYSE,ZQK,2001-02-05,23.70,24.16,23.70,24.01,374000,6.00
NYSE,ZQK,2001-02-02,24.45,25.75,24.45,24.45,322800,6.11
NYSE,ZQK,2001-02-01,24.95,24.95,24.40,24.51,465600,6.13
NYSE,ZQK,2001-01-31,24.25,25.25,24.25,24.91,247200,6.23
NYSE,ZQK,2001-01-30,23.91,24.75,23.85,24.75,288400,6.19
NYSE,ZQK,2001-01-29,23.30,24.75,23.30,23.90,260000,5.97
NYSE,ZQK,2001-01-26,23.88,23.88,23.00,23.06,200800,5.77
NYSE,ZQK,2001-01-25,23.44,23.94,23.22,23.88,78400,5.97
NYSE,ZQK,2001-01-24,23.44,24.06,23.31,23.69,214400,5.92
NYSE,ZQK,2001-01-23,23.25,24.75,23.19,23.31,608000,5.83
NYSE,ZQK,2001-01-22,21.69,23.12,21.62,23.00,188800,5.75
NYSE,ZQK,2001-01-19,22.81,22.81,21.62,21.62,166800,5.41
NYSE,ZQK,2001-01-18,23.12,23.25,22.56,22.75,117600,5.69
NYSE,ZQK,2001-01-17,22.88,23.50,22.88,23.06,249200,5.77
NYSE,ZQK,2001-01-16,21.62,23.38,21.62,22.94,733200,5.73
NYSE,ZQK,2001-01-12,21.06,23.81,21.06,21.56,708000,5.39
NYSE,ZQK,2001-01-11,19.50,21.31,19.50,21.25,507200,5.31
NYSE,ZQK,2001-01-10,18.38,19.69,18.38,19.62,222400,4.91
NYSE,ZQK,2001-01-09,19.12,19.12,18.06,18.38,517600,4.59
NYSE,ZQK,2001-01-08,18.94,20.00,18.75,19.25,437600,4.81
NYSE,ZQK,2001-01-05,19.88,19.88,18.62,18.94,147200,4.73
NYSE,ZQK,2001-01-04,19.88,20.06,19.62,19.94,290400,4.98
NYSE,ZQK,2001-01-03,18.12,20.00,18.12,20.00,298000,5.00
NYSE,ZQK,2001-01-02,18.50,19.00,18.25,18.25,456800,4.56
NYSE,ZQK,2000-12-29,19.19,19.62,18.94,19.38,407600,4.84
NYSE,ZQK,2000-12-28,18.75,19.38,18.75,19.19,232800,4.80
NYSE,ZQK,2000-12-27,18.38,18.62,17.88,18.62,530400,4.66
NYSE,ZQK,2000-12-26,18.25,18.38,17.06,18.25,525200,4.56
NYSE,ZQK,2000-12-22,16.19,19.00,16.06,18.44,854800,4.61
NYSE,ZQK,2000-12-21,17.00,17.62,16.00,16.12,3389600,4.03
NYSE,ZQK,2000-12-20,22.00,22.12,21.56,22.00,203200,5.50
NYSE,ZQK,2000-12-19,20.56,22.19,20.56,22.12,341600,5.53
NYSE,ZQK,2000-12-18,20.69,20.75,20.38,20.62,212000,5.16
NYSE,ZQK,2000-12-15,21.31,21.31,19.62,20.94,332800,5.23
NYSE,ZQK,2000-12-14,22.62,22.69,20.75,21.06,462400,5.27
NYSE,ZQK,2000-12-13,22.69,23.12,22.31,23.12,435200,5.78
NYSE,ZQK,2000-12-12,22.12,22.69,21.75,22.69,285600,5.67
NYSE,ZQK,2000-12-11,22.38,22.50,21.69,22.12,148800,5.53
NYSE,ZQK,2000-12-08,22.12,22.75,22.00,22.19,207200,5.55
NYSE,ZQK,2000-12-07,21.94,23.00,21.88,22.06,184400,5.52
NYSE,ZQK,2000-12-06,23.19,24.56,22.19,22.19,650400,5.55
NYSE,ZQK,2000-12-05,21.06,23.31,21.06,23.25,1108800,5.81
NYSE,ZQK,2000-12-04,21.12,21.56,20.88,21.06,241200,5.27
NYSE,ZQK,2000-12-01,20.81,21.00,20.81,20.88,246000,5.22
NYSE,ZQK,2000-11-30,21.00,21.06,20.50,20.81,316000,5.20
NYSE,ZQK,2000-11-29,21.50,21.81,21.06,21.12,173600,5.28
NYSE,ZQK,2000-11-28,22.94,22.94,21.56,21.62,351200,5.41
NYSE,ZQK,2000-11-27,22.00,23.56,22.00,22.62,1163200,5.66
NYSE,ZQK,2000-11-24,20.75,21.94,20.75,21.81,154400,5.45
NYSE,ZQK,2000-11-22,21.38,21.38,20.81,21.00,256000,5.25
NYSE,ZQK,2000-11-21,21.50,22.06,21.38,21.50,280800,5.38
NYSE,ZQK,2000-11-20,21.38,22.00,20.88,21.56,274400,5.39
NYSE,ZQK,2000-11-17,20.25,22.50,20.19,21.38,545600,5.34
NYSE,ZQK,2000-11-16,20.12,20.44,20.00,20.12,128800,5.03
NYSE,ZQK,2000-11-15,20.19,20.44,20.00,20.19,102400,5.05
NYSE,ZQK,2000-11-14,20.25,20.56,20.19,20.25,144000,5.06
NYSE,ZQK,2000-11-13,20.12,20.38,19.38,20.38,152400,5.09
NYSE,ZQK,2000-11-10,20.94,20.94,19.38,20.00,216400,5.00
NYSE,ZQK,2000-11-09,20.88,21.38,20.19,20.75,137600,5.19
NYSE,ZQK,2000-11-08,20.12,21.00,20.12,20.88,264800,5.22
NYSE,ZQK,2000-11-07,20.19,20.19,19.75,19.88,156000,4.97
NYSE,ZQK,2000-11-06,19.81,20.31,19.69,20.31,104000,5.08
NYSE,ZQK,2000-11-03,19.56,19.56,19.25,19.56,180000,4.89
NYSE,ZQK,2000-11-02,19.81,19.81,19.25,19.56,337600,4.89
NYSE,ZQK,2000-11-01,19.00,19.88,19.00,19.81,320000,4.95
NYSE,ZQK,2000-10-31,18.81,19.25,18.81,19.12,531600,4.78
NYSE,ZQK,2000-10-30,18.94,19.38,18.88,18.94,204800,4.73
NYSE,ZQK,2000-10-27,18.50,19.25,18.50,19.00,282400,4.75
NYSE,ZQK,2000-10-26,18.56,18.69,18.50,18.56,296800,4.64
NYSE,ZQK,2000-10-25,18.06,19.12,18.00,18.69,243200,4.67
NYSE,ZQK,2000-10-24,17.81,18.12,17.62,18.06,508000,4.52
NYSE,ZQK,2000-10-23,17.81,17.81,17.50,17.81,393600,4.45
NYSE,ZQK,2000-10-20,17.75,18.00,17.69,17.75,121600,4.44
NYSE,ZQK,2000-10-19,17.56,18.12,17.56,17.88,136800,4.47
NYSE,ZQK,2000-10-18,17.88,17.88,17.19,17.44,159200,4.36
NYSE,ZQK,2000-10-17,18.00,18.25,17.88,18.00,628800,4.50
NYSE,ZQK,2000-10-16,17.38,18.06,17.38,18.00,409200,4.50
NYSE,ZQK,2000-10-13,16.88,17.56,16.88,17.44,280800,4.36
NYSE,ZQK,2000-10-12,17.00,17.38,16.88,16.94,432400,4.23
NYSE,ZQK,2000-10-11,16.56,17.19,16.50,17.00,225600,4.25
NYSE,ZQK,2000-10-10,16.94,17.12,16.25,16.50,376800,4.12
NYSE,ZQK,2000-10-09,17.44,18.00,16.62,16.94,293600,4.23
NYSE,ZQK,2000-10-06,19.19,19.19,17.81,17.94,122000,4.48
NYSE,ZQK,2000-10-05,18.94,19.50,18.94,19.19,258400,4.80
NYSE,ZQK,2000-10-04,18.94,18.94,18.62,18.94,143200,4.73
NYSE,ZQK,2000-10-03,18.75,19.38,18.75,18.88,225600,4.72
NYSE,ZQK,2000-10-02,19.06,19.06,18.38,18.62,98400,4.66
NYSE,ZQK,2000-09-29,17.94,19.25,17.62,19.25,185600,4.81
NYSE,ZQK,2000-09-28,18.19,18.19,17.62,17.81,139600,4.45
NYSE,ZQK,2000-09-27,19.00,19.00,18.06,18.19,161600,4.55
NYSE,ZQK,2000-09-26,19.38,19.56,18.75,18.88,246000,4.72
NYSE,ZQK,2000-09-25,19.75,20.25,19.38,19.38,160000,4.84
NYSE,ZQK,2000-09-22,19.75,19.75,19.06,19.50,134400,4.88
